detail_list,mark
jl zaeee aaal zaaakzee gg 2 r 6 rw4 o6 kel jodi a ko a mala g,__label__spam
 oko ake da a bara masjid 0rzaa 5ell o d a d a,__label__spam
jl lam0 ga b4ra  o 10 ev kdi e 0m o gajahm gk r smg,__label__spam
"kara gd re , akisaji, kab a ¨¦ mala g(de a ga g melo )",__label__spam
g3rba 9 0risssss  mber 8 era h0 e( 0. 08),__label__spam
"kle ak e gah ,  a gso o, akis, kab a ¨¦ mala g( o 29)",__label__spam
g4ng Rukkun 4Sih Enam Nomer Seratusss Tiga Belas,__label__spam
g4ng Rukkun 4Sih Enam Nomer Seratusss Tiga Belas,__label__spam
ITC cempaka mas Samsung servoce center (VOC AKI) BOYYZ,__label__spam
itc cempaka mas(lantai 5 samsung service center),__label__spam
itc cempaka mas lantai 5 samsung service center(itc cempaka mas lantai 5 samsung service center),__label__spam
ITC Cempaka mas lantai 5 Samsung servis center(ITC Cempaka mas),__label__spam
itc cempaka mas lantai 5 samsung servis center.,__label__spam
Itc cempaka mas lt 5 blok samsung servis center(Blok d),__label__spam
itc cempaka mas lt. 5 Samsung served senter no. 219 samping kfc(samping kfc),__label__spam
itc Cempaka mas lt4 block hdr p3a no600,__label__spam
ir rais no. 128B iki cell,__label__spam
ir rais no. 128B iki cell,__label__spam
jln BKL - Klewer RT02/07 Sraten Gatak Sukoharjo (Wea : 0816 794 765),__label__spam
"geba gsari, ga g flamboya r rw 32",__label__spam
a droid e er ba gjo ma i,__label__spam
dala e je e ge je dral s dirma  yaa omere seke  el 53,__label__spam
jl  a g asri xvi o 439de(r mah),__label__spam
jl srika o bara  o.3 r 7 rw 7 semara g,__label__spam
a r eme  ark s  er jaya blok  l 15  i 17 3b,__label__spam
"jala lobak 2 o 13 r 01 rw 06. se da gg wo, semara g",__label__spam
jl loso 1 o 31kk,__label__spam
kia ho e jala mayje  a djaia a  o 23 keb me ,__label__spam
jala r gka aia boay r 3 rw 3,__label__spam
jl raya me oreh 1 o 40 sam a ga ,__label__spam
wi o g r 5 rw3,__label__spam
ke . ada ga ds. e do o r .02 rw.01,__label__spam
jl.kom lek mera i o 99 bok g mbh,__label__spam
 egalsari r 001/rw002 je is loa o  rworejo r mah war a hija sam i g  ia  ahaya,__label__spam
"m r h e gah, r 12 rw 06, m r h, ga iwar o, kla e ( os ro da ke im r r mah ke 1 me ghada ke  ara)",__label__spam
"r mah sebelah kiri smk gri 2 keb me , jl . ohk mba g, kawed sa r 04/rw02(r mah ba a)",__label__spam
jala sl4m3 riy4di (8)  ba ro ggom lyo,__label__spam
"ga g mer a i , lolo r 02 rw05",__label__spam
jl. jaksa ag g s ra o 1b o 184b,__label__spam
jl a degili g o 57 dere a ho el sa ika r mah  a agar  ih,__label__spam
r mah syah gaglik r 001 rw 006 si d adi mla i slema (de aaa war g mak a i),__label__spam
r mah syah gaglik r 001 rw 006 si d adi mla i slema ,__label__spam
ayodya dela a em a ,__label__spam
alam jala a grek 7 o 30,__label__spam
i  em aka mas l 4 blo k hdr o 600,__label__spam
jl sa s i b  ga g s a am el o 73f (sebelah e goba a ba ak safwa  hi she),__label__spam
jl.bromo raya o.2( lolo r 02/07 de a so o mbah i o),__label__spam
jl. b ga mawar o. 5 kdi,__label__spam
"ja isari r 4/rw2, logede, kara g o gko, kla e ",__label__spam
jl aryam k i  ara dalam 2 o 4 ed r ga lor,__label__spam
jl. je d el r laras a ja g ga g h.dr o600,__label__spam
jala ayodyaa ala o 40,__label__spam
 er m i ra harmo i blok s .8 o.27,__label__spam
griya ibodas asri blok b o. 5,__label__spam
jala me j kes ksesa maj maj bismilah bos bodrexx gasss,__label__spam
bri ge r 18. rw d a,__label__spam
"jl. reba a 1 o.332 r .12 rw.07 , mekarjaya",__label__spam
jl mad koro raya (5000 sm e 8000),__label__spam
"jl sadewa o.40 r 03 rw 10 er m k  asih klodra , olomad , kara ga yar( o 38)",__label__spam
jl  era ai o 13,__label__spam
ab jl mawar o 10,__label__spam
 eso a asri(1 blok 4e),__label__spam
r 05 rw 01,__label__spam
r /rw 02/02,__label__spam
 er maha b mi wo osalam asri jl. salam asri iii r 06 rw 07 o 19,__label__spam
jl se a a r 3 rw 9 o 21 3b fbr(r 3 rw 9),__label__spam
jl. lamo ga abadi o.a152 djoko,__label__spam
lara ga  ri s sa o bak l h ,__label__spam
jala  ri 4 blok a o 11( o 11),__label__spam
jala bromo 2 o.4( lolo r 01 rw 05/ rmh bay riski),__label__spam
"kom lek er maha mgg , deka sd melo g ma diri 4 , jala  oker raya , r mah o 4(r mah hija  ager besi hi am )",__label__spam
jala am el kemba g o.4,__label__spam
jl  lo egal sari iii o 5,__label__spam
d s  babaka r 06 rw06 desa ke ama a  a mba ga  iamis,__label__spam
desa halim  blok si d reja r 09 rw 03,__label__spam
"abi ell blok 6 la ai dasar si gosare moll, sere ga , s rakar a",__label__spam
jl mawar kdi e om o gajah m gk r,__label__spam
griya ma gli blok g 28 kaliwa es,__label__spam
"shazia kamar , de a sd 3 iko e g, awisari",__label__spam
jl a ggodo o 7 r 5/rw5 ema dia we di ,__label__spam
 g rejo r 8rw 1 a13 sam i g os rmh zaki,__label__spam
 r m graha m k i reside  logom lyo ed r ga  4e,__label__spam
jl.k  a dea  ama harjo o.31,__label__spam
graha m k i reside  ed r ga  logom lyo e 4 ,__label__spam
"jala ser i, kejambo , ga g 777b egal im r, ko a egal. (r mah k i g)",__label__spam
gg. is ol jl. se a a  o.47 fbr 3a s m r ba ,__label__spam
b a a jaya ell la ai 1 blok g omor 11 megabekasi hy ermall,__label__spam
jala  el k gilima k blok  o 8,__label__spam
 lolo r 02/05 kadi iro ba jarsari,__label__spam
bl e ell er m griya bawa g ermai r 1 rw 3,__label__spam
jl gerba g oris ome 08 era ho e oris gaga,__label__spam
jl.am el kemba g o.4 s rabaya,__label__spam
jl. smk gri 2 keb me r 04/02 kawed sa keb me ,__label__spam
ki ibal r 1 rw 2 o 2( o 2),__label__spam
jl em aka i  mas blok 3a l 4 o600,__label__spam
jala   see a a a gi er e 10 erwe 35 o 222 3a fbr,__label__spam
jl. kh ag s salim o je ke o g sela a y isma belok ka a .,__label__spam
 eso a asri 1  4e,__label__spam
graham k i reside  4e,__label__spam
jl. raya klam ok gg m d  o. 35,__label__spam
r mah boss bodrek bismillah,__label__spam
"sebra g rm hj oma mas k ga g ojeg, k  i a r 4/5 r mah b s sa  e g qira ",__label__spam
jl. lamo ga hija m lya asri aeh oa152,__label__spam
 eso a asri 1 ed r ga bismillah,__label__spam
belaka g ha as ore griya bawa g ermai r 1 rw 3 ma ria om,__label__spam
jl. syeh basyar di  o.51 ba ga ,__label__spam
meji g we a r 08 rw 07 im r la a ga volly,__label__spam
"jl g ber r s ryo ms blok  o 6, kedai rama shi a gresik",__label__spam
jl ir soekar o . g awa gsa merr alfa,__label__spam
r 04 rw 01 (de a gili ga  adi),__label__spam
ga g d k h r 2 rw2 siray ja irejo,__label__spam
ds sra dil belaka g asar sra dil dije,__label__spam
 ike se r  ara er igaa sa g ba y ,__label__spam
  iga sera gkai. jl dr soe omo o 23,__label__spam
ked gw g r 004 rw 006,__label__spam
 oko bir belaka g i sa  ga g avi g de a makhad ke im r (kos  ri mi adhiroh),__label__spam
jalaaa moer ir omor 600 g g fbr 3a s m r ba   ,__label__spam
kaliw l h kid l r 04/12( agar dr a ama ),__label__spam
jl. hija  lamo ga  o 5 dj( ed r ga kid l dj),__label__spam
"jl. raya adamara, adamara, adamara, kab a ¨¦  rbali gga(kios de a alfamar sbleah  skesmam )",__label__spam
jl ke a ga im r be gkel fa zi mo or(blok fz ell),__label__spam
ir rais o. 128b r 7'rw2 mala g,__label__spam
kam  g kadi iro. ba jarsari s rakar a 57136. r  iga rw iga a d kar ika,__label__spam
ir rais o. 128b iki ell,__label__spam
b a a jaya la ai 1 o 49 mega bekasi hy ermall,__label__spam
"jl klewer gawok, r 02 rw07 sra e ga ak s koharjo",__label__spam
jl . ramb hija  o 23 smg ed r ga semara g,__label__spam
 er m vi oria ark reside e blok 2/55,__label__spam
r 01/02 d k h joho de a m hsla al ikhlas,__label__spam
 laza o dok gede blok  o 21 o  ell,__label__spam
jl ge k kraja iv/644 r 004 rw 003(la ai 2),__label__spam
jala revolver 3a o2,__label__spam
r 01 rw 01,__label__spam
"k sade g kolo r 05/08 desa sade g kolo ke le wisade g, r mah si b le b lb l ell",__label__spam
 er maha mega bekasi jala a yer blok bj  o 29  ya ba ak so y bj ,__label__spam
r 03 rw 003(jl.kijogo a i 1),__label__spam
"ga ak, a a , wedi, kla e , (sela a  e ye mbok yoso)",__label__spam
i  em aka mas l 4 blok hdr o 600,__label__spam
jala se a a kemayora fbr,__label__spam
 l s er asa ggraha hill o.21,__label__spam
dk kra gkoa ,__label__spam
jala y li s sma  omer 5 d  raja k rma(jala raya),__label__spam
vila dago ol 8 o.3,__label__spam
 i a a ggrek 7 omor 30,__label__spam
jala mor ir o 21 3b,__label__spam
jala ayodya ala omer igasembila ,__label__spam
r 02 rw 03 mb ri mesjid,__label__spam
"ba jarja  ara    sa k o a ze s,ke . k warasa , kab a e keb me , jawa e gah 54366",__label__spam
kemba ga 01/16,__label__spam
"jl raya je ara.keli g, al di o ell de a fo o ko i asar keli g. r .01/.01 keli g",__label__spam
 er m b d a ggrek 7 o 30,__label__spam
 okooke ho e jl raya jabres ( okooke ho e(sam i g ga ra jabres) ),__label__spam
 asar besar mala g l dasar(blok a oko semijaya),__label__spam
 eso a asri 1 blok 4e,__label__spam
gra  a j g o 10 a j g a om,__label__spam
jek lo ambak r 1 rw 1 belaka g egadaia jek lo,__label__spam
jl. gerba g oris o 8 era ho e( oko h ),__label__spam
jl.merdeka raya o4 beji babada ,__label__spam
jala slame riyadi omer dela a  ba ja im r mah agar hi am ka o i i ggi,__label__spam
 ido losari 01/02,__label__spam
jl. slame riyadi omer 8  ba ja im (r mah agar hi am mi imalis),__label__spam
jl ko o gg h.y s f 1 o 25/198a,__label__spam
 i ra raya sq are 1 blok b 02 j o.12,__label__spam
ga g hi am de a  ower elkom,__label__spam
"ga ak r 02/01, a a , wedi, kla e . ja e g(ba ik rizki)",__label__spam
ki ibal r . 1 rw. 2 o. 3 ko a semara g,__label__spam
jl. kijaga a i i o. 101 r . 03 r . 03 kra dega ba jar egara 53414,__label__spam
"k  iba y desa ilame r 02 rw 06( er igaa se elah ba  i dah rege si belok kiri,ada  lisaa  a d )",__label__spam
s wad k r 04/01,__label__spam
jl lamo ga hija sela a aeh o a152 l 2,__label__spam
r mah syah gaglik r 001 rw 006 si d adi mla i slema (gg bima ak la 15),__label__spam
jl. zae al zakse g.2 r .6 rw.4,__label__spam
s ar ho e l 1 blok a5 ramai mall jl ahmad ya i o 73 malioboro(s ar ho e l 1 blok a5),__label__spam
"jl .mela i, o 600,hdr",__label__spam
jl ayodya ala o 39(la ai 1),__label__spam
jl.zae al zakse 2/2473 r .1 rw.4 kebale jodi a mala g,__label__spam
" egalsari, r 001/rw002, je is, loa o",__label__spam
jl. lamo ga  o 5 dj( ed r ga kid l dj),__label__spam
re ell desa selajambe r 23/08 deka kolam re a g sg(re ell),__label__spam
jl berawiijayabismillah ga ge ge m arasebelas r 00000004 aqy ho e aqy ho eeeee m araareja,__label__spam
" gebo g lor r 01 rw5, g lo ",__label__spam
rr ell jl kh s bkhi o 13 ka ma  araka ,__label__spam
jl kali e  g sam i g masjid di bawh oho ma gis y li,__label__spam
r mah syah ag s gaglik r 001 rw 006 si d adi mla i slema (gg ak la 00015),__label__spam
i  em aka mas l . 4 blok hdr o. 600,__label__spam
jl. ak ga o 1 ga g sarbi i 2 o.42a ko a ba d g s kasari jawa bara 40153,__label__spam
jala se a a fbr,__label__spam
d s  gaglik rr 01 rrw 06 o 15 sssi d adi mla i slema yogyakar a,__label__spam
jala i dah kdi o 2,__label__spam
jl adomasa kraja 2 im r mebel ak dolla fais ell,__label__spam
mji g we a ambarke awa g gam i g slema r 09 rw07,__label__spam
r 18rw08ds  gelo ds s korame ke ga d sari kab re ggalek(msjid gelo ke im r),__label__spam
jl dr wahidi ked g aso o 35 a r 02 rw 03 dema ga k d s 59317,__label__spam
 he gree leaf rege y h o 1,__label__spam
"jl. e aya iv r 03 rw 09 kara gasem, laweya , s rakar a",__label__spam
ds. egowa  we a 04/01 (sam i g bakso jj) 58165,__label__spam
jala sem aksio al r 3 rw 5( 3a),__label__spam
ga g 3a jl. bamb r  i g,__label__spam
"r mah maka sambalado jala haji ridhi de a bimba ai eo ,",__label__spam
 rah ka es r 01 rw 10 klom a ga aj g jember,__label__spam
 er m vi oria ark reside e 2 55,__label__spam
"jl. mad koro raya o 5001, kroboka , semara g bara ",__label__spam
jl  ri g km2 kali e gah 02/07,__label__spam
"griya ibodas asri, jl. h. mas i , r .006/rw.004(griya ibodas asri b5)",__label__spam
d s  mejer k r 02 rw 03 desa b l rejo re gel,__label__spam
"kraksaa we a , erem a a jam ke bara ",__label__spam
jala am sa gaji 211 kmr o 13,__label__spam
mall g la ai 3 zo a bir  o 906 fa as i  ell(fa as i  ell),__label__spam
jl. gem o raya o.51 (de a ag g mo or),__label__spam
k . bojo g gale h r . 01 rw. 09 ¡°msk a gkala ojek iar e  gard seri¡±,__label__spam
jl.je d selowae geerahaam k i reside  4e bismillahi eeelogom lyooo,__label__spam
jala klayara  rim lyo r 3rw3 rim lyo ge k semara g,__label__spam
ds margorejo r 02/32 ar ka ,__label__spam
r ko gadi g kira a  ara blok g10/45 (sam i g alfa rex),__label__spam
graha m k i/ eso a asri 4e,__label__spam
 eso a asri1 blok  o 4e logom lyo,__label__spam
griya ibodas asri b5,__label__spam
ga g yama a  k lo  o.653 e a gaa (deka  abrik kar g),__label__spam
"jl. ho ggok s ma , b4f  o. 1, k w , krade a ",__label__spam
jaksa s ra o ggg 1b o. 184b( elake ),__label__spam
jala  e ara elajar km 03  ggoro o (masjid mas k ke im r as ego ga ka a jala ),__label__spam
jl. slame riyadi 10  ba .. r mah agar  ih,__label__spam
jala sim a g 3 seloma ik r 01/rw02 rohim ell,__label__spam
woii jjojo ell je dral s  dirrma  o 53 l rrr ya,__label__spam
 er maha di ar asri blok -9 omor 3 me eseh,__label__spam
s m r ba  r 100 rw 50 blok hdr o 3b,__label__spam
"jl ma a a gg. mekar 52, r .01/09, kel. o ol, 51122",__label__spam
jl.sira daraya ba aa  l a krom aa r 03 rw 04 sidorejo sala iga jawa e gah 50716,__label__spam
" er m griyakaryasejah era4 blok  o.5, br j l, ja e ",__label__spam
a ar eme g awa gsa merr(wo orejo. i i ka alfamar ),__label__spam
 eso a asri 4e,__label__spam
kirimka ke eso a asri 1 blok  o 4e,__label__spam
bakala kra yak o 144 r 2 rw 1,__label__spam
 i ra harmo i s .8 o.27,__label__spam
jla bodrex 3s0 a @sri sa bismillah ed r ga ,__label__spam
jl. lamo ga abadi semara g l y,__label__spam
"jala  ri iv, eas beji, de ok i y, wes java",__label__spam
bi ib iyah jl hos okroami o o 8a k d s 4/7 orowi o,__label__spam
"gra d a j g o 10, a j g a om.",__label__spam
mb  ell jl   ak jaya j g r ko o.1b mala g(r 03/06 kel isa g a di ke s k  mala g),__label__spam
jl ja i o 12 kam s i b dramaga bogor jawa bara . 16680(jl ja i o 12 kam s i b dramaga bogor jawa bara . 16680),__label__spam
jala kawi vi o.14 r 01 rw 03 kel. wo o i gal ke . a disari ko a semara g jawa e gah,__label__spam
jala raya r mah ge ak e dowoharjo sewo ba  l(r mah l we g),__label__spam
"jl me oreh raya o 34 sam a ga , sam dra ell",__label__spam
jl. s a  gera g o 1,__label__spam
"jl. ak ga o 1, gg sarbi i 2 , o 42a k ad",__label__spam
jl. kijaga a i i r . 03 rw. 03 kra dega ba jar egara 53414,__label__spam
jla a ggreek  j h omer30 logomi lyo bismillah,__label__spam
jl. syeh basyar di  o. 51 (ba ga ),__label__spam
jala a ggrek 7 o 30,__label__spam
jl loso 1 o 29blk (mas k ga g ke il sebelah oko a bir ),__label__spam
 i ra raya sq are 1 (blok b 02 j o 12),__label__spam
jl e ek k ge i b   o 758,__label__spam
meji g we a r 08 rw 07 ambarke awa g gam i g slema yogyakar a,__label__spam
jl moses ga o ka a o.74 sol io  ho e,__label__spam
 eso a asri 1 blok  o 4e,__label__spam
kosa sarbi i o 42a jl ak ga o 1 gg sarbi i 2,__label__spam
"ga g gereja mas k, erem a a  er aam maj r mah ke 2 ka a",__label__spam
jala moses ga o ka a o 07d war a a  i k,__label__spam
meji g we a r 07 rw 06 ambarke awa g gam i g slema yogyakar a,__label__spam
kalimas 1 o 21,__label__spam
"griya ibodas asri blok b5 ke  ibodas, kel ibodas rovi si ba e , kode os 1513",__label__spam
jl.se a a bedil r 3 rw 09 3b o d a  l h sa ,__label__spam
 eso a asri 1 ed r ga ,__label__spam
"jl ke awa g - ambal ba ke im r, d k hd g s, ke . grabag ,kab.  rworejo",__label__spam
jl b ga ba gkai er sa 2 ev,__label__spam
graha m k i reside  logom lyo ed r ga  4e adi bodrex,__label__spam
i  roxy mas l .dasar o.146a de a mo ey ha ger(i  roxy mas l .dasar o.146a de a mo ey ha ger),__label__spam
"r mah de ro . jala ser i, ga g 777b",__label__spam
jl se a a rifle 3a o 7 r 2 rw 1.,__label__spam
jl. lamo ga abadi o.a152 hary dj,__label__spam
jl.y li s sma  o 1,__label__spam
jl. s l a ag g (ho el y o),__label__spam
griya ibodas asriiiiiii blok b omer 5(lima),__label__spam
 lolo jala bromo 1 r 03/04 ba jarsari( em a  e i i a a ak ama ah),__label__spam
jala  ri 4 blok a o. 11 r . 004 rw. 10,__label__spam
jl me oreh blo k b1 gbh ,__label__spam
jl. smk gri 2 r 04/2 kawed sa keb me ,__label__spam
 ama  logom lyo,__label__spam
jala klayara  rim lyo r 3rw3 rim lyo ge ksari semara g,__label__spam
jala me oreh 1 o 40 sam a ga gbh ,__label__spam
"jl sam a ga blok b2 gbh , semara g",__label__spam
b ki i dah kaliw g r 06 rw 07 gg semar e.07 kel. oloker o ke . kaliw g ,__label__spam
jala mla i or0w1 o ga g dela a a r em a rw  j ,__label__spam
 he gree leaf rege y h omor 1,__label__spam
jl se a a kemayora fbr fbr hdr,__label__spam
jl  ri g km5(ga g melo  o 1200),__label__spam
 ed r ga 1 bismillah( logom lyo ed r ga ko a semara g),__label__spam
jl a j g o 15 ( i a re ro),__label__spam
"jl . rade i a ii . o.1 r .002 rw. 005 g  g a i,semara g,jawa e gah",__label__spam
i  em aka mas l 4 blo k hdr 3a o600,__label__spam
jala ko o ga g haji y s f 1 o 25/198a,__label__spam
jl. mad koro o. 1000,__label__spam
ma i ga r 14/4 ah a ,__label__spam
jl so o yo o jejer oko azka,__label__spam
jl raya klam ok gg. m d me ok belok kiri o 35 (r mah de a  os kam li g),__label__spam
kema e a 01/01 s kom lyo kaliw g sela a ,__label__spam
jala  logolili 1 r .03/05 kel.ba jardowo ke .ge k ko a semara g,__label__spam
"br j l, er m de a m s kara gmojo o. 5",__label__spam
k  i ma gg r 10rw 04 desa kaba d ga ke kaba d ga ,__label__spam
 er m griya  ama blok b1 o 10,__label__spam
forza ell jl raya ggolek o 22 bara masjid,__label__spam
" egala r 01 rw 02 o dok g er s koharjo, kode os 57471, logika kaos (ma s)",__label__spam
jl ak ga o 1 gg sarbi i 2 o 42a kosa sarbi i,__label__spam
"r mah war a k i g, jala ser i, ga g 777b, kejambo ",__label__spam
b a a jaya ell la ai 1 blok g o 11,__label__spam
k d s mla i orowi o gg 8a r rw 4/7(ga g 8a),__label__spam
"jala raya kes giha ,d k h  m a grejo r 01 rw 04",__label__spam
"dd-13, wisma ked g asem (2)",__label__spam
jl ayo diiaaa ala o 042 kroboka ,__label__spam
sebelah im r r mah agar  ih jala raya slame riyadi omer dla a  ba ja im,__label__spam
 rwa oro s lfa e jl. s lfa _ag g blok 5 o 27 blimbi g mala g,__label__spam
ka al sari bara 7 o 9 rejosari,__label__spam
jl . raya walik er maha  ri ama i dah blok g. 8,__label__spam
jala warga 2 r 08 rw 06 o 50,__label__spam
jl ko er vio fj r ko lem o gsari,__label__spam
jala am.sa gaaaji o 211111,__label__spam
ga g a dd kadi iro r 03/03,__label__spam
jl b ga mawar merah o 2 kdi,__label__spam
griya bawa g ermai ma ria om r 01/03,__label__spam
"r ko gadi g kira a, wes kela a gadi g, or h jakar a i y, jakar a",__label__spam
belaka g r mah ke a r 03 rw 08 warga jaya b l sari,__label__spam
jala di o egoro idr(idr),__label__spam
jala kalimaya o 5a logomas,__label__spam
jl . se a a raya o. 8 fsb,__label__spam
 eso a asri 1 blok  o 4e logom lyo,__label__spam
 er m i ra harmo i s .8 o.27,__label__spam
jl i arik raya do 7 r 001 rw 009 grh asri,__label__spam
jala s m r ba  hdr,__label__spam
"jl . villa bekasi i dah o 29, jejale jaya(vi  ell)",__label__spam
 er maha dose jl ja i o 12 kam s i b dramaga bogor jawa bara . 16680( er maha dose jl ja i o 12 kam s i b dramaga bogor jawa bara . 16680),__label__spam
bakala kra yak o 144 r 2 rw 1 kaliw g ,__label__spam
" asar kreo ga ke sela a , balai desa er s, k b ra kek kiri, krg aras",__label__spam
"bordir asik, jala  al la vii, kel. wo okar o, ke . wo ogiri, kab. wo ogiri, jawa e gah 57612",__label__spam
"je deral soedirma , kara gay , semara g i y, e ral java",__label__spam
baw b yara r 29/06,__label__spam
jl. le je s oyo 2 o 25b,__label__spam
jl ayoo diaa ala o 38,__label__spam
desa s kom lyo r 01/01 sam i g m shola kema e a ,__label__spam
jl.k ali ya bo or o600 h d r s mirba ,__label__spam
"jala bromo 2, lolo r 003 rw005 ba jarsari, ba jarsari(kedai soebagyo)",__label__spam
kirimka ke jl. a grek 7 o 30 ya,__label__spam
 ike  e iks lor er elo sa g ba y r 02 rw 01,__label__spam
jala me oreh 1 o 40,__label__spam
"masjid a  r, jl. se  i dah raya r .7/rw.4, se , i ay g, eas jakar a i y, jakar a 13880 (masjid a  r, er maha se  i dah.)",__label__spam
jl. lamo ga hija bar  o112 ed r ga kid l dj,__label__spam
 ak  slam maji gklakk r k  warga 2 r k  a gga 2 a ri gs ,__label__spam
jl a ggrek 7 0 30,__label__spam
ga ha ho e lim  g blok   o 13,__label__spam
 arfix  g jl. waliso go km 11 o. 203 50185,__label__spam
jl me oreh raya o.34 sam a ga (sam dra ell),__label__spam
jl. loso gg 1 o.33blk,__label__spam
jl e ekk k ge ie bh   o 758,__label__spam
meji g we a r 09 rw 07,__label__spam
jl  emara gg delima   r l a am se go we a ds se go ,__label__spam
k . bojo g gale h r . 01 rw. 09 lw  a gkala ojek iar e  gard seri,__label__spam
jl ayodya 039 ala,__label__spam
wisma ked g asem i dah 2 dd-13,__label__spam
meji g we a r 07 rw 06,__label__spam
jl me oreh blok b1 gbh sam a ga gajahm gk r semara g(jl me oreh blok b1 gbh sam a ga gajahm gk r semara g),__label__spam
jl moh ha a o 55 g  g a i,__label__spam
 er m vi oria ark reside e 2 o 55( er m vi oria ark reside e 2 o 55),__label__spam
jala  e ara elajar km 03  ggor o r 01 rw 01 amro( ego ga awal),__label__spam
jl. gerba g eris o25 bay (bay ),__label__spam
jl ki ibal r 01 rw 02 o r mah 02,__label__spam
jl raya babaka jaya egara k babaka r 09 rw 04 desa kaba d ga ke kaba d ga kab s kab mi,__label__spam
 gaglik ga g ak la 1-500 gaglik si d adi mla i,__label__spam
jl ak ga o 1 kosa sarbi i,__label__spam
"jl ser i, ga g 777b(r mah de ro war a k i g)",__label__spam
jl.ayod la o.900 kroboka semara g bara ko a semara g jawa e gah,__label__spam
ma oreh 1 o 40,__label__spam
jala raya adamra r 4/1,__label__spam
jala me j kes ksesa moho dikirim ka  eso a asri 1 blo k  o 4e bismillah,__label__spam
"jala kawi raya, wo o i gal, semara g i y, e ral java(jala kawi 6 r 1 rw 3 o 14 kel raha  a disari ke ama a wo o i gal)",__label__spam
jl.kijaga a i 1 r 03 rw 03 o.101 53414,__label__spam
jl. lamo ga abadi raya o.a152,__label__spam
jl. waliso go raya km 11 o. 203 arfix  g ,__label__spam
desa roso o r 03 rw 01,__label__spam
kam  g kema e a 01/01 s kom lyo,__label__spam
r 07 rw 03,__label__spam
mas k gg b   ijo er e d a rw e am kel.kadi iro,__label__spam
jala  loso 1 o 29 b r 1 rw 5(mas k ga g sebelah oko wiek),__label__spam
me a ggal 5 o 74,__label__spam
ka al sari bara 7 o 9 rejosari 50125,__label__spam
sabra g we a arah be da o.58 r 16/05,__label__spam
 eso a asri 1 blok  omor 4e,__label__spam
belaka g os ro da 02 gg mer a i,__label__spam
"jl .babaka rade sim a g iga ari , de a war g asi sederha a(idola ell2)",__label__spam
jala ramb a 77 la dofdaw ,__label__spam
jala se a a r 3 rw 4 3b,__label__spam
jl kali gga im r a ddd kadi iro r iii rw iii ba jarsari s rakar a,__label__spam
jl  e er aka 3 r 01 rw 07 o 101 kel ka k ke  e gkare g jakar a bara ,__label__spam
meji g we a r 07 rw 06 ambarke awa g. gam i g slema yogyakar a,__label__spam
jala   seeee a a a gi   er e 10 erwe 35 o 222 3a fbr,__label__spam
jala kali gga im r r 3rw3( blk g a d kar ika),__label__spam
ga g de 4   d 4 ex k@ra 9lo a 9k1l 3 gah r 002 rw 001,__label__spam
jala  ge ak e dowoharjo sewo ba  l(r mah l we g),__label__spam
 er maha medoho i y ark blok s o 1,__label__spam
 i ra harmo s .8 o.27,__label__spam
"d s  brawijaya ga g m ara 11 r 44 rw1 o 10242 aqy egal bara , ko a egal",__label__spam
jl mer a i blok 5 r 100 rw500 omor 600 3b,__label__spam
 ekel r 1 rw 3 kara g ri go da grejo kara ga yar ja e g,__label__spam
graha m k ii resida e eso a asri 1 blok  o 4e,__label__spam
jl .  oriss gagal o. 44,__label__spam
i  em akamas l 4 blo k hdr o600,__label__spam
"kam  g i a r 4/5 i ggir r mah r em ar, mah e gkes",__label__spam
jala ayod dya ala o igasembila ,__label__spam
jala kali gga im r 17 kadi iro r 03 rw 03 a dd,__label__spam
jala me oreh im r o 40 gbh ,__label__spam
"jl. ayodya ala o 37 , kamar o 2 . r 4 rw 6 . kroboka . smg br ",__label__spam
i  em akamas blokhdr la e4 o600 s m r ba ,__label__spam
jl ayodya ala o 042 kroboka ,__label__spam
jala sarwo edi o 142 o sel sol io ,__label__spam
jl kel d raya blok kdi o 43,__label__spam
jala bromo 1 r 03/04 ba jarsari ba jarsari s rakar a,__label__spam
jl. mad koro o. 1200,__label__spam
"so ggala r 03 rw 04 aja g laweya s rakar a,deka masjid ldii baab salam 039(r mah ma s ri s )",__label__spam
ki ibal r 01 rw 2 o 2,__label__spam
jala   a g asri vii o 588de(588de),__label__spam
jala se a a raya hdr,__label__spam
jl. lamo ga hija  o 112 dj( ed r ga kid l dj),__label__spam
jala  yr s o 672 ,__label__spam
jl.raya roklamasi 2 kala gsari gg ojo r /rw 04/02 lokasi oko b r g sam i g lazza o,__label__spam
jl se a a  is ol r 17 rw09 blok 3a (blok 1500 r 15 rw 05),__label__spam
jl wijaya eso a asri 1 blok  o 4e ogom lyo,__label__spam
 ara asar ko a r 3 rw 3 kra dega ,__label__spam
kali e  g r 01 rw 10 sam i g masjid is ia ah,__label__spam
jl ir rais o.128b r 7 rw2 sebelah alfamar ,__label__spam
jl zaeee aaal zaaakzee gg 2 r 6 rw4 o6 kel jodi a ko a mala g,__label__spam
jala  he gree leaf rege y blok h o 1,__label__spam
jl ambak s r km 1 j ra g ga g 22 r 4 rw ix o 275,__label__spam
"meji g we a ambarke awa g r 7/rw4 gam i g, slema , yogyakar a",__label__spam
jala  ak ga o 1 o 42a s kasari ko a ba d g kosa k i g,__label__spam
 hw gree leaf rege y h o 1,__label__spam
jl. sokodo o r 02/03,__label__spam
r 3 rw 12 masi ,__label__spam
